df_id,lat,lon,manual_id,state,source,elev2,country,ownership,tot,n2,p
1,48.382,-123.53785,506,British Columbia,iNaturalist,46,Canada,Corporate/Other (Private),49,49,1
2,48.43302,-123.32149,135,British Columbia,iNaturalist,18,Canada,Corporate/Other (Private),50,46,0.92
3,48.43305,-123.32158,136,British Columbia,iNaturalist,18,Canada,Corporate/Other (Private),49,45,0.9183673469387755
4,48.52453,-123.5082,12,British Columbia,iNaturalist,257,Canada,Corporate/Other (Private),52,33,0.6346153846153846
5,48.52474,-123.50771,13,British Columbia,iNaturalist,246,Canada,Corporate/Other (Private),52,33,0.6346153846153846
6,48.64517,-123.40372,495,British Columbia,iNaturalist,6,Canada,Corporate/Other (Private),48,31,0.6458333333333334
7,48.71501,-123.64315,89,British Columbia,iNaturalist,60,Canada,Corporate/Other (Private),50,48,0.96
8,48.87305,-123.3466,29,British Columbia,iNaturalist,0,Canada,Corporate/Other (Private),50,27,0.54
9,49.03024,-119.47047,403,British Columbia,iNaturalist,301,Canada,Corporate/Other (Private),50,36,0.72
10,49.07632,-122.66217,306,British Columbia,iNaturalist,49,Canada,Corporate/Other (Private),49,45,0.9183673469387755
11,49.09206,-119.51987,464,British Columbia,iNaturalist,357,Canada,State (Public),50,26,0.52
12,49.09491,-119.52524,503,British Columbia,iNaturalist,358,Canada,State (Public),47,25,0.5319148936170213
13,49.10121,-123.92933,499,British Columbia,iNaturalist,33,Canada,Corporate/Other (Private),51,51,1
14,49.15449,-119.44415,487,British Columbia,iNaturalist,808,Canada,State (Public),51,28,0.5490196078431373
15,49.19624,-119.62492,205,British Columbia,iNaturalist,813,Canada,State (Public),50,29,0.58
16,49.22683,-124.0548,511,British Columbia,iNaturalist,112,Canada,Corporate/Other (Private),50,43,0.86
17,49.23921,-124.01958,514,British Columbia,iNaturalist,72,Canada,Corporate/Other (Private),47,32,0.6808510638297872
18,49.24425,-122.7786,32,British Columbia,iNaturalist,76,Canada,Corporate/Other (Private),50,41,0.82
19,49.28409,-119.51918,497,British Columbia,iNaturalist,358,Canada,State (Public),52,21,0.40384615384615385
20,49.28411,-119.5191,491,British Columbia,iNaturalist,358,Canada,State (Public),52,21,0.40384615384615385
21,49.28413,-119.51902,439,British Columbia,iNaturalist,358,Canada,State (Public),52,21,0.40384615384615385
22,49.2842,-119.51891,442,British Columbia,iNaturalist,358,Canada,State (Public),52,21,0.40384615384615385
23,49.28423,-119.51923,500,British Columbia,iNaturalist,358,Canada,State (Public),52,21,0.40384615384615385
24,49.28429,-119.51919,460,British Columbia,iNaturalist,358,Canada,State (Public),52,21,0.40384615384615385
25,49.28855,-119.58724,507,British Columbia,iNaturalist,499,Canada,State (Public),51,40,0.7843137254901961
26,49.31015,-119.54516,448,British Columbia,iNaturalist,329,Canada,State (Public),51,25,0.49019607843137253
27,49.31016,-119.5452,478,British Columbia,iNaturalist,329,Canada,State (Public),51,25,0.49019607843137253
28,49.31017,-119.5452,485,British Columbia,iNaturalist,329,Canada,State (Public),51,25,0.49019607843137253
29,49.31018,-119.5452,446,British Columbia,iNaturalist,329,Canada,State (Public),51,25,0.49019607843137253
30,49.3102,-119.54514,479,British Columbia,iNaturalist,329,Canada,State (Public),51,25,0.49019607843137253
31,49.31022,-119.54522,447,British Columbia,iNaturalist,329,Canada,State (Public),51,25,0.49019607843137253
32,49.31619,-119.70145,415,British Columbia,iNaturalist,732,Canada,State (Public),51,47,0.9215686274509803
33,49.31862,-119.46882,509,British Columbia,iNaturalist,1003,Canada,State (Public),50,50,1
34,49.3193,-119.72381,429,British Columbia,iNaturalist,803,Canada,State (Public),50,41,0.82
35,49.32164,-124.26902,436,British Columbia,iNaturalist,22,Canada,State (Public),50,20,0.4
36,49.33452,-119.63525,501,British Columbia,iNaturalist,567,Canada,State (Public),51,42,0.8235294117647058
37,49.33565,-119.65662,162,British Columbia,iNaturalist,966,Canada,State (Public),50,42,0.84
38,49.33568,-119.65661,161,British Columbia,iNaturalist,966,Canada,State (Public),50,42,0.84
39,49.34227,-123.11646,368,British Columbia,iNaturalist,111,Canada,Corporate/Other (Private),51,50,0.9803921568627451
40,49.38754,-119.60944,75,British Columbia,iNaturalist,475,Canada,Tribal,52,32,0.6153846153846154
41,49.38779,-119.59591,492,British Columbia,iNaturalist,452,Canada,Corporate/Other (Private),50,41,0.82
42,49.39679,-123.36082,7,British Columbia,iNaturalist,71,Canada,Corporate/Other (Private),50,37,0.74
43,49.39683,-123.36064,10,British Columbia,iNaturalist,71,Canada,Corporate/Other (Private),51,38,0.7450980392156863
44,49.39683,-123.36076,1,British Columbia,iNaturalist,71,Canada,Corporate/Other (Private),51,38,0.7450980392156863
45,49.39685,-123.36076,2,British Columbia,iNaturalist,71,Canada,Corporate/Other (Private),50,37,0.74
46,49.39685,-123.36077,5,British Columbia,iNaturalist,71,Canada,Corporate/Other (Private),50,37,0.74
47,49.39689,-123.36041,6,British Columbia,iNaturalist,71,Canada,Corporate/Other (Private),50,38,0.76
48,49.39691,-123.36072,8,British Columbia,iNaturalist,71,Canada,Corporate/Other (Private),50,37,0.74
49,49.39693,-123.36071,455,British Columbia,iNaturalist,71,Canada,Corporate/Other (Private),50,37,0.74
50,49.39697,-123.36054,3,British Columbia,iNaturalist,71,Canada,Corporate/Other (Private),51,38,0.7450980392156863
51,49.39702,-123.36061,424,British Columbia,iNaturalist,71,Canada,Corporate/Other (Private),51,37,0.7254901960784313
52,49.4902,-119.62712,363,British Columbia,iNaturalist,421,Canada,Tribal,50,34,0.68
53,49.4902,-119.62713,353,British Columbia,iNaturalist,421,Canada,Tribal,50,34,0.68
54,49.49021,-119.62708,417,British Columbia,iNaturalist,418,Canada,Tribal,50,34,0.68
55,49.49021,-119.62713,321,British Columbia,iNaturalist,421,Canada,Tribal,50,34,0.68
56,49.49022,-119.62711,450,British Columbia,iNaturalist,421,Canada,Tribal,50,34,0.68
57,49.49022,-119.62712,395,British Columbia,iNaturalist,421,Canada,Tribal,50,34,0.68
58,49.49022,-119.62713,437,British Columbia,iNaturalist,421,Canada,Tribal,50,34,0.68
59,49.49022,-119.62714,402,British Columbia,iNaturalist,421,Canada,Tribal,50,34,0.68
60,49.49023,-119.6271,343,British Columbia,iNaturalist,421,Canada,Tribal,49,33,0.673469387755102
61,49.49023,-119.62712,314,British Columbia,iNaturalist,421,Canada,Tribal,49,33,0.673469387755102
62,49.49023,-119.62713,383,British Columbia,iNaturalist,421,Canada,Tribal,49,33,0.673469387755102
63,49.49023,-119.62714,396,British Columbia,iNaturalist,421,Canada,Tribal,50,34,0.68
64,49.49024,-119.62711,452,British Columbia,iNaturalist,421,Canada,Tribal,49,33,0.673469387755102
65,49.49024,-119.62712,371,British Columbia,iNaturalist,421,Canada,Tribal,49,33,0.673469387755102
66,49.49025,-119.62714,412,British Columbia,iNaturalist,421,Canada,Tribal,49,33,0.673469387755102
67,49.49035,-119.62739,482,British Columbia,iNaturalist,421,Canada,Tribal,50,34,0.68
68,49.49039,-119.62736,462,British Columbia,iNaturalist,421,Canada,Tribal,50,34,0.68
69,49.49043,-119.62735,489,British Columbia,iNaturalist,417,Canada,Tribal,51,35,0.6862745098039216
70,49.49043,-119.62736,490,British Columbia,iNaturalist,417,Canada,Tribal,51,35,0.6862745098039216
71,49.49044,-119.62736,322,British Columbia,iNaturalist,417,Canada,Tribal,51,35,0.6862745098039216
72,49.4905,-119.6272,502,British Columbia,iNaturalist,417,Canada,Tribal,51,35,0.6862745098039216
73,49.56651,-119.64231,515,British Columbia,iNaturalist,417,Canada,Federal (Public),50,31,0.62
74,49.56909,-119.63675,416,British Columbia,iNaturalist,351,Canada,Corporate/Other (Private),48,23,0.4791666666666667
75,49.57256,-119.62142,444,British Columbia,iNaturalist,345,Canada,Corporate/Other (Private),51,15,0.29411764705882354
76,49.67787,-125.00898,278,British Columbia,iNaturalist,34,Canada,Corporate/Other (Private),50,49,0.98
77,49.78523,-119.71675,163,British Columbia,iNaturalist,353,Canada,Corporate/Other (Private),50,23,0.46
78,49.81625,-119.74825,520,British Columbia,iNaturalist,578,Canada,State (Public),51,30,0.5882352941176471
79,49.83791,-119.69515,83,British Columbia,iNaturalist,803,Canada,Corporate/Other (Private),49,35,0.7142857142857143
80,50.34617,-119.24023,287,British Columbia,iNaturalist,475,Canada,Corporate/Other (Private),47,45,0.9574468085106383
81,50.50654,-119.26315,393,British Columbia,iNaturalist,518,Canada,Corporate/Other (Private),50,49,0.98
82,50.60639,-120.18402,178,British Columbia,iNaturalist,680,Canada,Corporate/Other (Private),51,28,0.5490196078431373
83,50.64192,-120.36213,312,British Columbia,iNaturalist,797,Canada,Corporate/Other (Private),50,48,0.96
84,50.6543,-120.33598,427,British Columbia,iNaturalist,614,Canada,Corporate/Other (Private),51,34,0.6666666666666666
85,50.65615,-120.26931,379,British Columbia,iNaturalist,690,Canada,Corporate/Other (Private),50,45,0.9
86,50.71115,-120.3986,384,British Columbia,iNaturalist,352,Canada,Corporate/Other (Private),49,27,0.5510204081632653
87,50.75666,-120.86805,17,British Columbia,iNaturalist,350,Canada,State (Public),50,26,0.52
88,50.83212,-121.69093,16,British Columbia,iNaturalist,809,Canada,State (Public),49,48,0.9795918367346939
89,50.83239,-121.69155,18,British Columbia,iNaturalist,805,Canada,State (Public),50,49,0.98
90,50.83242,-121.69131,9,British Columbia,iNaturalist,805,Canada,State (Public),52,51,0.9807692307692307
91,50.83247,-121.69142,11,British Columbia,iNaturalist,805,Canada,State (Public),52,51,0.9807692307692307
92,50.83262,-121.6916,15,British Columbia,iNaturalist,805,Canada,State (Public),52,51,0.9807692307692307
93,50.83297,-121.69197,14,British Columbia,iNaturalist,818,Canada,State (Public),50,50,1
94,50.84541,-120.40167,473,British Columbia,iNaturalist,1015,Canada,State (Public),50,47,0.94
95,50.84542,-120.40166,472,British Columbia,iNaturalist,1014,Canada,State (Public),50,47,0.94
96,48.35,-123.578,50602,British Columbia,iNaturalist,19,Canada,Corporate/Other (Private),51,30,0.5882352941176471
97,48.36335,-123.73926,25629,British Columbia,Synthetic data,20,Canada,Corporate/Other (Private),51,37,0.7254901960784313
98,48.37281,-123.80525,25643,British Columbia,Synthetic data,50,Canada,Corporate/Other (Private),50,48,0.96
99,48.423,-123.507,50535,British Columbia,iNaturalist,162,Canada,Corporate/Other (Private),49,48,0.9795918367346939
100,48.43037,-123.5125,25706,British Columbia,Synthetic data,158,Canada,Corporate/Other (Private),52,47,0.9038461538461539
101,48.434,-123.331,50701,British Columbia,iNaturalist,25,Canada,Corporate/Other (Private),50,46,0.92
102,48.435,-123.494,50093,British Columbia,iNaturalist,74,Canada,Corporate/Other (Private),50,42,0.84
103,48.44248,-123.53553,25725,British Columbia,Synthetic data,106,Canada,Corporate/Other (Private),50,38,0.76
104,48.45,-123.523,51211,British Columbia,iNaturalist,86,Canada,Corporate/Other (Private),52,40,0.7692307692307693
105,48.4512,-123.63322,25739,British Columbia,Synthetic data,446,Canada,State (Public),52,34,0.6538461538461539
106,48.453,-123.375,51060,British Columbia,iNaturalist,23,Canada,Corporate/Other (Private),50,48,0.96
107,48.456,-123.562,50290,British Columbia,iNaturalist,143,Canada,State (Public),51,27,0.5294117647058824
108,48.457,-123.564,50337,British Columbia,iNaturalist,166,Canada,State (Public),52,29,0.5576923076923077
109,48.461,-123.301,50361,British Columbia,iNaturalist,33,Canada,Corporate/Other (Private),51,42,0.8235294117647058
110,48.4701,-124.02312,60592,British Columbia,Synthetic data,657,Canada,State (Public),50,50,1
111,48.479,-123.395,50481,British Columbia,iNaturalist,37,Canada,Corporate/Other (Private),50,40,0.8
112,48.48013,-123.95019,25771,British Columbia,Synthetic data,539,Canada,Corporate/Other (Private),51,51,1
113,48.48955,-123.68339,60680,British Columbia,Synthetic data,291,Canada,Corporate/Other (Private),50,50,1
114,48.49966,-124.0139,25788,British Columbia,Synthetic data,461,Canada,Corporate/Other (Private),52,32,0.6153846153846154
115,48.50005,-123.81482,25789,British Columbia,Synthetic data,558,Canada,Corporate/Other (Private),51,51,1
116,48.50992,-124.18353,68302,British Columbia,Synthetic data,764,Canada,State (Public),51,51,1
117,48.51006,-123.76323,68478,British Columbia,Synthetic data,398,Canada,Corporate/Other (Private),50,50,1
118,48.52272,-123.91,25826,British Columbia,Synthetic data,842,Canada,Corporate/Other (Private),51,51,1
119,48.525,-123.508,50317,British Columbia,iNaturalist,255,Canada,Corporate/Other (Private),52,33,0.6346153846153846
120,48.52872,-124.39178,68214,British Columbia,Synthetic data,150,Canada,State (Public),51,51,1
121,48.529,-123.495,51373,British Columbia,iNaturalist,224,Canada,Corporate/Other (Private),49,38,0.7755102040816326
122,48.53086,-124.01962,68390,British Columbia,Synthetic data,1001,Canada,Corporate/Other (Private),51,50,0.9803921568627451
123,48.53093,-123.57568,25835,British Columbia,Synthetic data,456,Canada,Corporate/Other (Private),49,48,0.9795918367346939
124,48.538,-123.501,50953,British Columbia,iNaturalist,236,Canada,Corporate/Other (Private),49,30,0.6122448979591837
125,48.55361,-124.33345,60504,British Columbia,Synthetic data,486,Canada,State (Public),49,49,1
126,48.555,-123.432,50412,British Columbia,iNaturalist,127,Canada,Corporate/Other (Private),50,50,1
127,48.58354,-124.20997,25897,British Columbia,Synthetic data,83,Canada,State (Public),51,51,1
128,48.5871,-123.4061,68566,British Columbia,Synthetic data,28,Canada,Corporate/Other (Private),52,38,0.7307692307692307
129,48.60729,-124.4095,25920,British Columbia,Synthetic data,377,Canada,State (Public),49,49,1
130,48.61776,-123.68292,25930,British Columbia,Synthetic data,292,Canada,Corporate/Other (Private),50,50,1
131,48.62127,-124.63808,25934,British Columbia,Synthetic data,436,Canada,State (Public),51,51,1
132,48.64498,-123.41109,60769,British Columbia,Synthetic data,13,Canada,Corporate/Other (Private),47,28,0.5957446808510638
133,48.645,-123.456,50520,British Columbia,iNaturalist,31,Canada,Corporate/Other (Private),51,29,0.5686274509803921
134,48.64747,-124.61949,25965,British Columbia,Synthetic data,552,Canada,State (Public),50,50,1
135,48.66473,-124.07545,25981,British Columbia,Synthetic data,624,Canada,Corporate/Other (Private),49,49,1
136,48.66867,-123.96955,25985,British Columbia,Synthetic data,608,Canada,Corporate/Other (Private),50,50,1
137,48.67,-123.422,50649,British Columbia,iNaturalist,9,Canada,Corporate/Other (Private),52,38,0.7307692307692307
138,48.67112,-123.81803,25988,British Columbia,Synthetic data,625,Canada,Corporate/Other (Private),52,52,1
139,48.6734,-123.69147,25991,British Columbia,Synthetic data,179,Canada,Corporate/Other (Private),48,36,0.75
140,48.69772,-124.30111,60505,British Columbia,Synthetic data,941,Canada,State (Public),50,50,1
141,48.69918,-124.70719,26023,British Columbia,Synthetic data,613,Canada,State (Public),50,50,1
142,48.70027,-124.56815,68215,British Columbia,Synthetic data,391,Canada,State (Public),52,52,1
143,48.71665,-124.76982,68127,British Columbia,Synthetic data,49,Canada,Corporate/Other (Private),47,16,0.3404255319148936
144,48.71692,-123.74546,26044,British Columbia,Synthetic data,397,Canada,Corporate/Other (Private),50,50,1
145,48.72048,-125.01801,26046,British Columbia,Synthetic data,114,Canada,State (Public),48,46,0.9583333333333334
146,48.72247,-124.29219,26049,British Columbia,Synthetic data,869,Canada,State (Public),50,44,0.88
147,48.7235,-124.39146,26050,British Columbia,Synthetic data,336,Canada,State (Public),50,50,1
148,48.73043,-124.01051,60593,British Columbia,Synthetic data,801,Canada,Corporate/Other (Private),50,50,1
149,48.73564,-123.89877,26065,British Columbia,Synthetic data,595,Canada,Corporate/Other (Private),51,51,1
150,48.76127,-124.65422,26099,British Columbia,Synthetic data,715,Canada,State (Public),51,51,1
151,48.76425,-123.58104,68567,British Columbia,Synthetic data,50,Canada,Tribal,50,31,0.62
152,48.767,-123.275,50293,British Columbia,iNaturalist,85,Canada,Corporate/Other (Private),50,35,0.7
153,48.77705,-123.17932,26124,British Columbia,Synthetic data,290,Canada,State (Public),50,26,0.52
154,48.77825,-124.72202,60329,British Columbia,Synthetic data,6,Canada,State (Public),49,15,0.30612244897959184
155,48.80835,-125.1688,26165,British Columbia,Synthetic data,46,Canada,State (Public),49,22,0.4489795918367347
156,48.82183,-123.93443,68391,British Columbia,Synthetic data,556,Canada,State (Public),51,50,0.9803921568627451
157,48.82887,-124.372,26184,British Columbia,Synthetic data,699,Canada,Corporate/Other (Private),51,51,1
